ID	protein_product	biological_class	mRNA_expression	protein_expression	length	GC
VNG_2415H	uncharacterized protein	Function unknown	NA	NA	273	0.6483516483516484
VNG_2416G	signal peptidase I	Intracellular trafficking, secretion, and vesicular transport	2.8971575892008943	2.3020272447979533	720	0.6875
VNG_2417G	DNA-directed DNA polymerase D exonucleasesubunit DP1	Replication, recombination and repair	NA	NA	1527	0.6863130320890635
VNG_2418G	pyridoxal phosphate-dependent aminotransferase	Function unknown	2.1592054083368697	3.0121032982880154	1176	0.7142857142857143
VNG_2419C	major facilitator superfamily transport protein	Carbohydrate transport and metabolism	NA	NA	1164	0.7448453608247423
VNG_2420G	homoserine O-acetyltransferase	Amino acid transport and metabolism	NA	NA	1125	0.7315555555555555
VNG_2421G	O-acetylhomoserine aminocarboxypropyltransferase(methionine synthase)	Amino acid transport and metabolism	1.8394473604242068	1.5128314331017987	1296	0.6983024691358025
VNG_2422G	FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpCdomain fusion protein)	Energy production and conversion	2.0264908603688725	2.291402628160157	3039	0.7137216189536032
VNG_2423G	phosphoserine phosphatase	Amino acid transport and metabolism	1.9933097470308128	2.950393505931751	636	0.7468553459119497
VNG_2424G	D-3-phosphoglycerate dehydrogenase	Coenzyme transport and metabolism	2.548694523900183	3.458406306208391	1584	0.7285353535353535
VNG_2426G	thioesterase domain protein	Lipid transport and metabolism	2.5870213372838515	1.7862592957970234	444	0.6779279279279279
VNG_2429G	major facilitator superfamily transport protein	Carbohydrate transport and metabolism	NA	NA	1173	0.7186700767263428
VNG_2430G	threonine synthase	Coenzyme transport and metabolism	2.0054659433356274	2.0179039318661642	1248	0.7435897435897436
VNG_2431C	small CPxCG-related zinc finger protein	Function unknown	NA	NA	267	0.6554307116104869
VNG_2432C	UPF0145 family protein	Inorganic ion transport and metabolism	2.9488285483075694	2.9768077013476066	315	0.6761904761904762
VNG_2433H	homolog to acetylglutamate kinase	Function unknown	NA	NA	489	0.7730061349693251
VNG_2436G	argininosuccinate lyase	Amino acid transport and metabolism	1.3212073157569741	2.363751979672452	1458	0.7578875171467764
VNG_2437G	argininosuccinate synthase	Amino acid transport and metabolism	2.1857272046451106	2.735322736236023	1191	0.7036104114189756
VNG_2439H	spurious ORF	Function unknown	NA	NA	498	0.6987951807228916
VNG_2440H	phosphodiesterase domain protein	Translation, ribosomal structure and biogenesis	NA	NA	528	0.7196969696969697
VNG_2441G	DNA repair helicase Rad3	Transcription	NA	NA	2232	0.6980286738351255
VNG_2442H	uncharacterized protein	Function unknown	NA	NA	144	0.6388888888888888
VNG_2443G	ferritin DpsA	Inorganic ion transport and metabolism	4.075034713544717	3.929657447925113	549	0.6666666666666666
VNG_2444C	MJ0936 family phosphodiesterase	General function prediction only	NA	NA	513	0.7290448343079922
VNG_2445C	ArsR family transcription regulator	Transcription	NA	NA	633	0.6966824644549763
VNG_2446H	uncharacterized protein	Function unknown	NA	NA	132	0.6212121212121212
VNG_2447G	threonine aldolase	Function unknown	1.757884009169508	2.3231645147372464	1017	0.7423795476892822
VNG_2449G	aminopeptidase (homolog to leucyl aminopeptidase/ aminopeptidase T)	Amino acid transport and metabolism	3.6292166138394126	3.424274488945434	1110	0.6693693693693694
VNG_2451H	small CPxCG-related zinc finger protein	Function unknown	3.4926381847971784	1.5805346554870277	150	0.6
VNG_2452C	UPF0200 family protein	Coenzyme transport and metabolism	2.50263445685028	2.6350493560720234	573	0.6945898778359512
VNG_2454C	UPF0201 family protein	General function prediction only	2.5061744548626885	3.0079263409874333	417	0.6834532374100719
VNG_2455C	uncharacterized protein	Function unknown	NA	NA	960	0.7020833333333333
VNG_2456C	MgtE family transport protein	Function unknown	NA	NA	558	0.6971326164874552
VNG_2458C	MgtE family transport protein	Inorganic ion transport and metabolism	NA	NA	573	0.7364746945898778
VNG_2459G	signal recognition particle 54K protein	Intracellular trafficking, secretion, and vesicular transport	2.9359138831949214	3.379825245966974	1383	0.6710050614605929
VNG_2461H	uncharacterized protein	Posttranslational modification, protein turnover, chaperones	NA	NA	429	0.7319347319347319
VNG_2462G	signal recognition particle receptor FtsY	Intracellular trafficking, secretion, and vesicular transport	3.4612808485101714	3.045633366840523	1122	0.6746880570409982
VNG_2465C	prefoldin alpha subunit	Posttranslational modification, protein turnover, chaperones	3.9856896443575014	3.792855856359099	465	0.6580645161290323
VNG_2466a	translation initiation factor aIF-6	Function unknown	3.777888242486775	2.924975515170093	663	0.7134238310708899
VNG_2466C	spurious ORF	Function unknown	NA	NA	804	0.7027363184079602
VNG_2467G	50S ribosomal protein L31e	Translation, ribosomal structure and biogenesis	4.177680977948822	4.350677809452314	279	0.6523297491039427
VNG_2468C	tetratricopeptide repeat protein	Function unknown	2.6476133322625497	3.343426712853522	792	0.6994949494949495
VNG_2469G	50S ribosomal protein L39e	Translation, ribosomal structure and biogenesis	5.072150066439538	2.911385775478757	153	0.6078431372549019
VNG_2470C	DUF424 family protein	Function unknown	2.4820764289676434	2.0890086741580056	309	0.6893203883495146
VNG_2471G	cysteine desulfurase	Posttranslational modification, protein turnover, chaperones	2.9346879354281867	3.3652279000408747	1248	0.6778846153846154
VNG_2472G	iron-sulfur cluster assembly protein	Energy production and conversion	3.321147374229444	2.497439598891654	429	0.6526806526806527
VNG_2473G	DNA repair and recombination protein RadA	Replication, recombination and repair	3.7001428540013324	3.996769375781541	1032	0.6521317829457365
VNG_2474C	NMD3 family protein	Translation, ribosomal structure and biogenesis	2.2466433982799034	2.2003727338440475	1104	0.6992753623188406
VNG_2475C	tRNA(Phe) (4-demethylwyosine(37)-C(7))aminocarboxypropyltransferase	Translation, ribosomal structure and biogenesis	NA	NA	1041	0.7252641690682037
VNG_2476C	helicase domain protein	Transcription	NA	NA	1794	0.7034559643255296
VNG_2477H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	201	0.7014925373134329
VNG_2480H	PhoU domain protein	Function unknown	NA	NA	1119	0.7587131367292225
VNG_2482G	ABC-type transport system ATP-binding protein(probable substrate phosphate)	Inorganic ion transport and metabolism	1.894289450609053	1.8614833754350644	1038	0.6926782273603083
VNG_2483G	ABC-type transport system permease protein(probable substrate phosphate)	Inorganic ion transport and metabolism	1.715174449818082	NA	1605	0.7152647975077882
VNG_2484G	ABC-type transport system permease protein(probable substrate phosphate)	Inorganic ion transport and metabolism	2.050673608300014	NA	1116	0.6863799283154122
VNG_2486G	ABC-type transport system periplasmicsubstrate-binding protein (probable substrate phosphate)	Inorganic ion transport and metabolism	2.847777792064493	3.35375356035149	1140	0.6754385964912281
VNG_2488C	arNOG08307 family NADH-binding domain protein	General function prediction only	1.5686629168218575	1.9041273499911118	903	0.7065337763012182
VNG_2490H	uncharacterized protein	Function unknown	NA	NA	750	0.696
VNG_2493C	PHP domain protein	General function prediction only	2.618214894644761	3.019325881757859	804	0.7238805970149254
VNG_2495H	spurious ORF	Function unknown	NA	NA	249	0.642570281124498
VNG_2496G	ferredoxin (3Fe-4S)(4Fe-4S), zinc-containing	Energy production and conversion	2.8303128076810182	2.627321769411565	321	0.6573208722741433
VNG_2497H	cupin 2 barrel domain protein	Function unknown	2.50453026960722	2.5104137762074163	468	0.7115384615384616
VNG_2498H	DUF393 family protein	General function prediction only	2.7278040534342605	2.663501767526187	381	0.7217847769028871
VNG_2499G	glutaryl-CoA dehydrogenase	Lipid transport and metabolism	3.4593889882885223	3.462260060068989	1164	0.6752577319587629
VNG_2501C	glutamine amidotransferase (homolog to GMPsynthase subunit A)	Nucleotide transport and metabolism	1.8571777652329104	2.177025630656629	696	0.6925287356321839
VNG_2502C	HD family hydrolase	General function prediction only	1.9831647812369537	2.509921654684987	1182	0.7267343485617598
VNG_2504G	phenylalanine--tRNA ligase alpha subunit	Translation, ribosomal structure and biogenesis	2.8726684254935764	3.2497592540157254	1509	0.6944996686547382
VNG_2505G	phenylalanine--tRNA ligase beta subunit	Translation, ribosomal structure and biogenesis	2.970641778554547	3.275282073921905	1704	0.6907276995305164
VNG_2507G	dihydroorotate dehydrogenase (quinone)	Nucleotide transport and metabolism	2.787037836044325	3.1404936037787605	1050	0.6742857142857143
VNG_2508C	nonhistone chromosomal protein	General function prediction only	3.745854728872702	3.408963296658733	312	0.6346153846153846
VNG_2509H	uncharacterized protein	Function unknown	3.4715970384554966	2.909487604307599	801	0.6416978776529338
VNG_2510H	uncharacterized protein	Function unknown	NA	NA	198	0.6616161616161617
VNG_2511H	uncharacterized protein	Function unknown	NA	NA	132	0.7045454545454546
VNG_2512G	beta-lactamase domain protein	Translation, ribosomal structure and biogenesis	NA	NA	1233	0.6853203568532036
VNG_2513G	aldehyde dehydrogenase	Energy production and conversion	3.442264124086673	4.3112207516960765	1470	0.6761904761904762
VNG_2514G	30S ribosomal protein S6e	Translation, ribosomal structure and biogenesis	3.8296328037611413	4.330493089887142	396	0.6843434343434344
VNG_2515H	uncharacterized protein	Function unknown	NA	NA	474	0.6919831223628692
VNG_2516C	PfkB family kinase	Carbohydrate transport and metabolism	1.6592231017560037	1.399791024649492	912	0.7554824561403509
VNG_2518C	homolog to photosystem I biogenesis proteinBtpA	General function prediction only	2.106731125008385	2.8314082603455994	804	0.7313432835820896
VNG_2519H	uncharacterized protein	Translation, ribosomal structure and biogenesis	2.7402598395359914	3.6800604774243895	1083	0.6952908587257618
VNG_2520C	UspA domain protein	Signal transduction mechanisms	2.703942950369985	3.232278776042557	450	0.7266666666666667
VNG_2521H	UspA domain protein	Signal transduction mechanisms	2.7986449046079103	2.827099258676232	444	0.6846846846846847
VNG_2522C	GNAT family acetyltransferase	Transcription	2.6300957398985205	2.3600308691402336	552	0.6992753623188406
VNG_2523H	UspA domain protein	Signal transduction mechanisms	2.592180359182176	2.4030199919381405	381	0.6797900262467191
VNG_2524H	uncharacterized protein	Function unknown	2.5125033730875352	2.043079522609576	621	0.6747181964573269
VNG_2525H	uncharacterized protein	Function unknown	2.7500284522910996	2.629933912201411	516	0.7209302325581395
VNG_2526G	ABC-type transport system ATP-binding protein(probable substrate dipeptide/oligopeptide)	Amino acid transport and metabolism	2.7600807942930885	3.0495032238079602	2832	0.6970338983050848
VNG_2527G	ABC-type transport system periplasmic substrate-binding protein (probable substratedipeptide/oligopeptide)	Amino acid transport and metabolism	3.81640396446373	4.0636476623438265	1668	0.6534772182254197
VNG_2529G	ABC-type transport system permease protein(probable substrate dipeptide/oligopeptide)	Amino acid transport and metabolism	3.429520099102092	2.3455622919576933	1044	0.646551724137931
VNG_2531G	ABC-type transport system permease protein(probable substrate dipeptide/oligopeptide)	Amino acid transport and metabolism	3.22075756281209	2.2665740366112863	948	0.6751054852320675
VNG_2532H	uncharacterized protein	Function unknown	NA	NA	360	0.7583333333333333
VNG_2533G	dihydroorotase	Nucleotide transport and metabolism	2.6144853898514735	3.2387025986604274	1269	0.7194641449960599
VNG_2534C	peptidase M23 family protein	Amino acid transport and metabolism	1.7646632237199904	2.386203590968565	861	0.7375145180023229
VNG_2535H	PsiE domain protein	Function unknown	NA	NA	441	0.6689342403628118
VNG_2536C	lipoate--protein ligase domain protein	Coenzyme transport and metabolism	1.556012298145703	2.3967232540820937	684	0.7558479532163743
VNG_2537G	isochorismatase family protein	Secondary metabolites biosynthesis, transport and catabolism	2.73769514771538	3.13291864467533	573	0.680628272251309
VNG_2539H	uncharacterized protein	Function unknown	4.019171825882171	3.6646579887888913	1530	0.6660130718954248
VNG_2541C	nicotinate phosphoribosyltransferase	Function unknown	2.492365215589913	3.0875447181663715	1146	0.7076788830715532
VNG_2543C	AMMECR1 domain protein	Function unknown	3.929275828763607	2.6267096701939003	633	0.65086887835703
VNG_2544H	uncharacterized protein	Function unknown	NA	NA	96	0.4791666666666667
VNG_2546G	aminopeptidase (homolog to leucyl aminopeptidase/ aminopeptidase T)	Amino acid transport and metabolism	3.2831166741629336	3.685276464280026	1104	0.6784420289855072
VNG_2547G	valine--tRNA ligase	Translation, ribosomal structure and biogenesis	3.302163942374897	3.6562831183890623	2646	0.6700680272108843
VNG_2549C	ABC-type transport system periplasmicsubstrate-binding protein	Inorganic ion transport and metabolism	3.5637679813135454	3.8253354767818397	1131	0.6702033598585323
VNG_2551G	ABC-type transport system permease protein	Inorganic ion transport and metabolism	2.9563341577764493	NA	1122	0.7130124777183601
VNG_2552G	ABC-type transport system ATP-binding protein	Inorganic ion transport and metabolism	2.8717589747510197	2.298372921273239	822	0.6934306569343066
VNG_2553G	6-phosphogluconate dehydrogenase (NAD-dependent,decarboxylating)	Carbohydrate transport and metabolism	2.5861310739413064	3.036773160468563	918	0.7189542483660131
VNG_2554H	ThiJ/PfpI domain protein	General function prediction only	2.424190647229312	3.3831625251409325	582	0.7130584192439863
VNG_2555C	ferredoxin (2Fe-2S)	Energy production and conversion	3.8058648031730455	3.480028711742759	579	0.6545768566493955
VNG_2556H	uncharacterized protein	Function unknown	NA	NA	411	0.6593673965936739
VNG_2558G	ABC-type transport system ATP-binding protein	Inorganic ion transport and metabolism	2.9140180602349095	2.0353507206970383	921	0.6851248642779587
VNG_2560G	ABC-type transport system permease protein	Inorganic ion transport and metabolism	NA	NA	1080	0.6898148148148148
VNG_2562H	ABC-type transport system periplasmicsubstrate-binding protein	Inorganic ion transport and metabolism	3.334958873661422	3.056277551155269	1155	0.6761904761904762
VNG_2563H	HTH domain protein	Transcription	2.303507958631411	1.951726389515567	864	0.6875
VNG_2565G	Trk-type transport system (probable substratepotassium)	Inorganic ion transport and metabolism	NA	NA	1548	0.6847545219638242
VNG_2566H	uncharacterized protein	General function prediction only	NA	NA	2118	0.666194523135033
VNG_2567C	ArlG2 protein (homolog to arl cluster proteinArlG)	Cell motility	NA	NA	462	0.658008658008658
VNG_2569H	uncharacterized protein	General function prediction only	NA	NA	543	0.6979742173112339
VNG_2570G	dUTP diphosphatase	Nucleotide transport and metabolism	2.9530185904368613	2.261993852872156	498	0.6566265060240963
VNG_2573G	serine protease halolysin	Defense mechanisms	2.682706753919564	NA	1578	0.6653992395437263
VNG_2574G	aconitate hydratase	Energy production and conversion	4.271424243632785	4.724376383711093	1986	0.6732124874118832
VNG_2575G	GNAT family acetyltransferase	General function prediction only	NA	NA	495	0.705050505050505
VNG_2576H	uncharacterized protein	Function unknown	NA	NA	360	0.7333333333333333
VNG_2577C	uncharacterized protein	Function unknown	2.5310690611517543	3.0423887817185085	423	0.6997635933806147
VNG_2579G	SirR/DtxR family transcription regulator Idr1	Transcription	NA	NA	438	0.7100456621004566
VNG_2580C	NUDIX family hydrolase	Replication, recombination and repair	2.2220103238964377	2.563323552428961	579	0.6856649395509499
VNG_2581H	HMA domain protein	Function unknown	NA	NA	195	0.676923076923077
VNG_2582H	rhodanese domain protein	Inorganic ion transport and metabolism	3.4164275740434493	3.1488211294588395	363	0.7052341597796143
VNG_2584C	translation initiation factor aIF-1 (SUI1protein, bacterial-type IF3)	Translation, ribosomal structure and biogenesis	3.9887889818552065	4.091078420548348	294	0.5816326530612245
VNG_2585H	uncharacterized protein	Function unknown	3.6115543294513244	1.6679178492990272	201	0.6766169154228856
VNG_2586C	coenzyme F420:L-glutamate ligase	Coenzyme transport and metabolism	1.6243500815388643	2.217215813447016	762	0.7217847769028871
VNG_2587C	probable GTP-binding protein EngB	General function prediction only	2.459617479845963	2.265311449986168	621	0.6570048309178744
VNG_2589C	SIMPL domain protein	Function unknown	2.0667345055059623	1.9108305726822765	744	0.7110215053763441
VNG_2591C	DUF389 family protein	Function unknown	NA	NA	1311	0.7070938215102975
VNG_2593H	NifU C-terminal domain protein	Posttranslational modification, protein turnover, chaperones	3.149366384185703	1.9152971368330962	321	0.7071651090342679
VNG_2594C	uncharacterized protein	Function unknown	NA	NA	354	0.7570621468926554
VNG_2595G	probable GTP-binding protein	General function prediction only	2.242902014176197	2.7341487358531604	984	0.6849593495934959
VNG_2596G	phosphoribosyl-ATP pyrophosphatase	Amino acid transport and metabolism	2.8359537615639887	2.8279456474444036	288	0.6493055555555556
VNG_2597C	DUF151 family protein	Replication, recombination and repair	2.4336549825230214	2.695000804067471	459	0.7015250544662309
VNG_2598G	pyridoxal 5'-phosphate synthase subunit PdxT	Coenzyme transport and metabolism	2.3132531228406545	2.9392374644955077	612	0.7075163398692811
VNG_2599H	protein translocase subunit SecG	Intracellular trafficking, secretion, and vesicular transport	3.450600422770888	2.5361414822732002	162	0.6234567901234568
VNG_2600G	thioredoxin	Posttranslational modification, protein turnover, chaperones	3.666074698478342	4.166188543877789	270	0.6222222222222222
VNG_2602G	DASS family transport protein	Inorganic ion transport and metabolism	NA	NA	1857	0.6833602584814217
VNG_2603H	uncharacterized protein	Function unknown	3.5614782585343296	2.873112061582573	345	0.6115942028985507
VNG_2604G	adenosine diphosphate thiazole synthase, cysteine-dependent	Function unknown	4.227813515025691	4.989042176152844	933	0.677384780278671
VNG_2606G	phosphomethylpyrimidine kinase / phosphomethylpyrimidine phosphate kinase /thiamine-phosphate synthase	Coenzyme transport and metabolism	3.788536884274502	3.6731131341927217	1338	0.7384155455904334
VNG_2607C	F420H2:NADP oxidoreductase	General function prediction only	2.3495746943023317	3.1703777925890533	669	0.7070254110612855
VNG_2608a	UPF0146 family protein	Function unknown	NA	NA	390	0.717948717948718
VNG_2608C	HAD superfamily hydrolase	General function prediction only	2.190525934721501	2.883502727651877	873	0.7216494845360825
VNG_2610C	archaemetzincin	Amino acid transport and metabolism	3.4764292603509324	2.5016122673930243	522	0.6532567049808429
VNG_2611G	ribosome-associating GTPase HflX	Translation, ribosomal structure and biogenesis	1.975448370125642	NA	1290	0.7317829457364341
VNG_2612G	ABCE1 family ribosome recycling factor	Translation, ribosomal structure and biogenesis	3.2082346064408096	3.3249949654015087	1833	0.6781232951445717
VNG_2613H	uncharacterized protein	Function unknown	NA	NA	300	0.65
VNG_2614H	NP_1176A family transcription regulator	Function unknown	3.5687835887370554	2.6156192567371432	273	0.6227106227106227
VNG_2615C	arNOG04375 family protein (homolog to PilT-typeATPase)	Replication, recombination and repair	2.6977069057220064	3.3453782047355523	1860	0.6725806451612903
VNG_2616G	metal-dependent carboxypeptidase	Amino acid transport and metabolism	3.834085966037699	4.385852807888463	1509	0.6666666666666666
VNG_2617G	alcohol dehydrogenase (NADP)	Amino acid transport and metabolism	2.789097104578767	3.3230351491409698	1044	0.7040229885057471
VNG_2619H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	174	0.6091954022988506
VNG_2620G	repair helicase UvrD	Replication, recombination and repair	3.378740823052328	3.827252044511604	1830	0.6639344262295082
VNG_2622H	peptidase M24 family protein	Amino acid transport and metabolism	2.43765418840839	2.5726620806288376	1008	0.751984126984127
VNG_2624G	riboflavin synthase	Coenzyme transport and metabolism	2.8760969704332875	2.179634806335525	636	0.6823899371069182
VNG_2625C	PrsW family protein	Signal transduction mechanisms	NA	NA	1140	0.6877192982456141
VNG_2626H	uncharacterized protein	Function unknown	2.916214015294803	NA	93	0.6559139784946236
VNG_2627C	probable ribonuclease FAU-1	Translation, ribosomal structure and biogenesis	2.3838279262099364	2.833714536229929	1416	0.722457627118644
VNG_2628H	NifU C-terminal domain protein	Posttranslational modification, protein turnover, chaperones	2.8173953951932864	2.3650489325273054	372	0.7016129032258065
VNG_2629G	glucokinase	Transcription	2.3109261705758373	2.383114278597061	981	0.7125382262996942
VNG_2631H	DUF124 family protein	Function unknown	1.8895620178438826	2.123189586772503	603	0.7429519071310116
VNG_2632G	probable oxidoreductase (short-chaindehydrogenase family)	Lipid transport and metabolism	1.7756640683794955	2.2360027952644943	741	0.708502024291498
VNG_2633H	uncharacterized protein	Function unknown	NA	NA	198	0.7626262626262627
VNG_2634H	uncharacterized protein	Function unknown	2.1267096064314988	2.0313038846625506	573	0.6457242582897034
VNG_2636G	UvrABC system protein A	Replication, recombination and repair	2.706482953864441	3.258965252783405	2949	0.6768396066463208
VNG_2637H	uncharacterized protein	Function unknown	NA	NA	918	0.7363834422657952
VNG_2638G	FAD-dependent oxidoreductase (homolog togeranylgeranyl reductase)	Lipid transport and metabolism	2.631129855024278	2.3475138461270846	1080	0.7185185185185186
VNG_2639G	probable nucleotide sugar epimerase	Cell wall/membrane/envelope biogenesis	3.0583721680833724	3.557756004393533	1374	0.6754002911208151
VNG_2640G	homolog to glycine cleavage system protein T	Amino acid transport and metabolism	2.454687022486103	2.5392146863275564	1035	0.7420289855072464
VNG_2641H	uncharacterized protein	Transcription	3.2658409947521587	2.2606716686344126	300	0.6866666666666666
VNG_2642H	uncharacterized protein	Function unknown	3.2507523507334346	2.6840566675581803	942	0.7070063694267515
VNG_2643H	uncharacterized protein	Function unknown	3.653182667282217	3.953592248614153	393	0.6234096692111959
VNG_2644a	DUF1028 family protein	Function unknown	2.3175934563368026	2.691776611887672	729	0.6995884773662552
VNG_2644C	probable SepF protein	Cell cycle control, cell division, chromosome partitioning	3.1962789293751523	3.3380563944960464	357	0.6414565826330533
VNG_2645H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	276	0.6739130434782609
VNG_2646C	PUA domain protein	Translation, ribosomal structure and biogenesis	2.4972345331433394	3.4778206505248037	480	0.675
VNG_2647G	ribonuclease R	Transcription	3.2292463873197512	3.3966663352936575	1290	0.648062015503876
VNG_2648G	30S ribosomal protein S10a	Translation, ribosomal structure and biogenesis	4.806066313487632	4.515302346184568	309	0.6440129449838188
VNG_2649G	translation elongation factor aEF-1 alpha /peptide chain release factor aRF-3	Translation, ribosomal structure and biogenesis	4.780561448426905	5.229189765490787	1266	0.6429699842022117
VNG_2650G	homoserine dehydrogenase	Amino acid transport and metabolism	1.2403204292985095	NA	954	0.7138364779874213
VNG_2652H	IS1341-type transposase ISH34	Mobilome: prophages, transposons	4.1532113146668665	1.9486490451327703	1305	0.5862068965517241
VNG_2653C	IS200-type transposase ISH34	Mobilome: prophages, transposons	NA	NA	399	0.543859649122807
VNG_2654G	translation elongation factor aEF-2	Function unknown	4.172630701958513	4.7517678395231	2187	0.6611796982167353
VNG_2656H	uncharacterized protein	Function unknown	NA	NA	765	0.6980392156862745
VNG_2657G	30S ribosomal protein S7	Translation, ribosomal structure and biogenesis	4.2659209234730415	4.569526323908706	633	0.6540284360189573
VNG_2658G	30S ribosomal protein S12	Translation, ribosomal structure and biogenesis	4.160410281293043	4.0093966539218675	429	0.6293706293706294
VNG_2661G	transcription elongation factor NusA	Transcription	3.6364939122967237	2.692777684991706	420	0.6880952380952381
VNG_2662G	DNA-directed RNA polymerase subunit A''	Transcription	3.685771551795073	3.7402878569584286	1194	0.6574539363484088
VNG_2664G	DNA-directed RNA polymerase subunit A'	Function unknown	3.7116724071793095	3.8839278462585245	2916	0.6618655692729767
VNG_2665G	DNA-directed RNA polymerase subunit B'	Transcription	3.764252459144328	3.697335916842688	1827	0.6568144499178982
VNG_2666G	DNA-directed RNA polymerase subunit B''	Transcription	3.79129389257216	3.709380402741976	1572	0.6297709923664122
VNG_2668G	DNA-directed RNA polymerase subunit H	Transcription	4.107774699519553	3.7031967473396157	228	0.5789473684210527
VNG_2669G	archaeosortase A	Intracellular trafficking, secretion, and vesicular transport	NA	NA	921	0.6710097719869706
VNG_2673H	spurious ORF	Function unknown	NA	NA	111	0.6486486486486487
VNG_2674H	uncharacterized protein	Function unknown	NA	NA	411	0.6326034063260341
VNG_2675C	TetR family transcription regulator	Transcription	2.5929452175662124	2.336795664330915	624	0.6362179487179487
VNG_2677H	probable secreted glycoprotein	Cell wall/membrane/envelope biogenesis	2.8837538822867024	2.486454790553038	1860	0.6811827956989247
VNG_2678H	probable secreted glycoprotein	Function unknown	3.051758112062194	2.8461984185853293	1677	0.6577221228384019
VNG_2679G	S-layer glycoprotein	Cell wall/membrane/envelope biogenesis	5.474083548872479	5.474083548872479	2559	0.6100039077764752
VNG_6001H	HTH domain protein	Function unknown	NA	NA	450	0.62
VNG_6003H	uncharacterized protein	Function unknown	NA	NA	339	0.5958702064896755
VNG_6007H	ISH7-type transposase ISH7	Mobilome: prophages, transposons	NA	NA	1815	0.615426997245179
VNG_6008H	uncharacterized protein	Function unknown	NA	NA	396	0.49747474747474746
VNG_6009H	cro/C1 family transcription regulator	Function unknown	NA	NA	198	0.42424242424242425
VNG_6011H	uncharacterized protein	Function unknown	NA	NA	2319	0.4678740836567486
VNG_6012H	integrase family protein	Function unknown	NA	NA	801	0.4781523096129838
VNG_6013G	plasmid replication protein RepH	Function unknown	NA	NA	3030	0.5455445544554456
VNG_6019G	gas-vesicle-associated protein GvpM	Function unknown	NA	NA	255	0.6039215686274509
VNG_6020G	gas-vesicle-associated protein GvpL	Function unknown	NA	NA	846	0.5969267139479906
VNG_6021G	gas-vesicle operon protein GvpK	Function unknown	NA	NA	342	0.5877192982456141
VNG_6022G	gas-vesicle-associated protein GvpJ	Function unknown	NA	NA	345	0.6231884057971014
VNG_6023G	gas-vesicle operon protein GvpI	Function unknown	NA	NA	435	0.6045977011494252
VNG_6024G	gas-vesicle operon protein GvpH	Function unknown	NA	NA	549	0.6102003642987249
VNG_6025G	gas-vesicle-associated protein GvpG	Function unknown	NA	NA	252	0.5119047619047619
VNG_6026G	gas-vesicle-associated protein GvpF	Function unknown	NA	NA	642	0.5358255451713395
VNG_6027G	PadR family transcription activator GvpE	Function unknown	NA	NA	576	0.5381944444444444
VNG_6028G	regulatory protein GvpD	Function unknown	NA	NA	1611	0.5685909373060211
VNG_6029G	gas-vesicle major structural protein GvpA	Function unknown	NA	NA	231	0.6017316017316018
VNG_6031G	gas-vesicle minor protein GvpC	Function unknown	NA	NA	1149	0.5709312445604874
VNG_6032G	gas-vesicle operon protein GvpN	Function unknown	NA	NA	1044	0.6044061302681992
VNG_6033G	gas-vesicle operon protein GvpO	Function unknown	NA	NA	360	0.6083333333333333
VNG_6034G	ParA domain protein	Function unknown	NA	NA	765	0.6130718954248366
VNG_6035G	receiver/sensor box histidine kinase	Function unknown	NA	NA	2520	0.6130952380952381
VNG_6036H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	153	0.5490196078431373
VNG_6037G	homolog to TATA-binding transcription initiationfactor	Function unknown	NA	NA	303	0.6336633663366337
VNG_6038H	ISH8-type transposase ISH8	Mobilome: prophages, transposons	NA	NA	1275	0.5615686274509804
VNG_6040H	ISH9-type transposase ISH9	Mobilome: prophages, transposons	NA	NA	828	0.6135265700483091
VNG_6045H	uncharacterized protein	Function unknown	NA	NA	270	0.5703703703703704
VNG_6046H	uncharacterized protein	Function unknown	NA	NA	222	0.5675675675675675
VNG_6047H	uncharacterized protein	Function unknown	NA	NA	168	0.5952380952380952
VNG_6048H	PadR family transcription regulator	Function unknown	NA	NA	282	0.5354609929078015
VNG_6050G	TATA-binding transcription initiation factor	Function unknown	NA	NA	561	0.5900178253119429
VNG_6051H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	171	0.5497076023391813
VNG_6052H	uncharacterized protein	Function unknown	NA	NA	159	0.559748427672956
VNG_6053G	cytochrome bd ubiquinol oxidase subunit I	Function unknown	NA	NA	1449	0.6314699792960663
VNG_6055G	cytochrome bd ubiquinol oxidase subunit II	Function unknown	NA	NA	996	0.6757028112449799
VNG_6057C	DsrE domain protein	Function unknown	NA	NA	573	0.6212914485165794
VNG_6059C	UPF0033 family protein	Function unknown	NA	NA	246	0.5934959349593496
VNG_6060C	rhodanese domain protein / beta-lactamase domainprotein	Function unknown	NA	NA	1194	0.6582914572864321
VNG_6061H	DUF4341/DUF395 family protein	Function unknown	NA	NA	492	0.6747967479674797
VNG_6062H	DUF4341/DUF395 family protein	Function unknown	NA	NA	459	0.673202614379085
VNG_6064G	transport protein (probable substratephosphate/sulfate)	Function unknown	NA	NA	1176	0.6666666666666666
VNG_6065G	HTH-10 family transcription regulator	Function unknown	NA	NA	777	0.5907335907335908
